elapsed_s,elapsed_h,utc,adc_mv,uptime_s,gauge_mv,gauge_pct
0,0.0000,2026-08-18T01:34:48.523000Z,4096,12276,4108,200.6
30,0.0083,2026-08-18T01:35:18.523000Z,4086,12306,4108,200.6
60,0.0167,2026-08-18T01:35:48.524000Z,4091,12336,4107,198.7
90,0.0250,2026-08-18T01:36:18.524000Z,4086,12366,4108,196.6
120,0.0333,2026-08-18T01:36:48.525000Z,4081,12396,4103,194.7
150,0.0417,2026-08-18T01:37:18.525000Z,4086,12426,4103,192.8
180,0.0500,2026-08-18T01:37:48.525000Z,4086,12456,4106,191.0
210,0.0583,2026-08-18T01:38:18.525000Z,4086,12486,4100,189.2
240,0.0667,2026-08-18T01:38:48.526000Z,4086,12516,4098,187.5
270,0.0750,2026-08-18T01:39:18.526000Z,4086,12546,4102,185.6
300,0.0833,2026-08-18T01:39:48.526000Z,4081,12576,4103,183.8
330,0.0917,2026-08-18T01:40:18.526000Z,4081,12606,4101,182.2
360,0.1000,2026-08-18T01:40:48.526000Z,4076,12636,4101,180.5
390,0.1083,2026-08-18T01:41:18.527000Z,4076,12666,4098,178.9
420,0.1167,2026-08-18T01:41:48.526000Z,4076,12696,4100,177.2
450,0.1250,2026-08-18T01:42:18.527000Z,4081,12726,4098,175.6
480,0.1333,2026-08-18T01:42:48.527000Z,4076,12756,4097,174.2
510,0.1417,2026-08-18T01:43:18.527000Z,4076,12786,4097,172.6
540,0.1500,2026-08-18T01:43:48.528000Z,4076,12816,4092,171.0
570,0.1583,2026-08-18T01:44:18.527000Z,4081,12846,4096,169.6
600,0.1667,2026-08-18T01:44:48.528000Z,4076,12876,4096,168.0
630,0.1750,2026-08-18T01:45:18.528000Z,4076,12906,4096,166.6
660,0.1833,2026-08-18T01:45:48.529000Z,4071,12936,4088,165.3
690,0.1917,2026-08-18T01:46:18.529000Z,4071,12966,4095,163.9
721,0.2005,2026-08-18T01:46:50.449000Z,4071,12996,4090,161.2
750,0.2083,2026-08-18T01:47:18.529000Z,4076,13026,4090,161.2
780,0.2167,2026-08-18T01:47:48.529000Z,4071,13056,4095,159.8
810,0.2250,2026-08-18T01:48:18.529000Z,4067,13086,4087,158.5
840,0.2333,2026-08-18T01:48:48.529000Z,4067,13116,4090,157.3
871,0.2421,2026-08-18T01:49:20Z,4071,13147,4090,154.7
901,0.2504,2026-08-18T01:49:50Z,4067,13177,4083,153.6
931,0.2587,2026-08-18T01:50:20.001000Z,4067,13207,4088,152.3
961,0.2671,2026-08-18T01:50:50.002000Z,4067,13237,4088,151.1
991,0.2754,2026-08-18T01:51:20Z,4071,13267,4083,150.0
1021,0.2837,2026-08-18T01:51:50.001000Z,4071,13297,4082,148.9
1051,0.2921,2026-08-18T01:52:20.001000Z,4067,13327,4085,147.8
1081,0.3004,2026-08-18T01:52:50.001000Z,4067,13357,4083,146.7
1111,0.3087,2026-08-18T01:53:20.001000Z,4062,13387,4086,145.5
1141,0.3171,2026-08-18T01:53:50.002000Z,4067,13417,4085,144.6
1171,0.3254,2026-08-18T01:54:20.002000Z,4067,13447,4086,143.5
1201,0.3337,2026-08-18T01:54:50.002000Z,4062,13477,4085,142.5
1231,0.3421,2026-08-18T01:55:20.002000Z,4067,13507,4082,141.4
1261,0.3504,2026-08-18T01:55:50.003000Z,4067,13537,4082,140.5
1291,0.3587,2026-08-18T01:56:20.003000Z,4067,13567,4082,139.5
1321,0.3671,2026-08-18T01:56:50.003000Z,4067,13597,4076,138.6
1351,0.3754,2026-08-18T01:57:20.003000Z,4067,13627,4082,137.6
1381,0.3837,2026-08-18T01:57:50.003000Z,4067,13657,4081,136.7
1411,0.3921,2026-08-18T01:58:20.003000Z,4067,13687,4081,135.7
1441,0.4004,2026-08-18T01:58:50.025000Z,4057,13717,4081,134.9
1471,0.4088,2026-08-18T01:59:20.025000Z,4067,13747,4075,134.0
1501,0.4171,2026-08-18T01:59:50.025000Z,4062,13777,4080,133.2
1531,0.4254,2026-08-18T02:00:20.026000Z,4057,13807,4072,132.3
1561,0.4338,2026-08-18T02:00:50.026000Z,4057,13837,4077,131.5
1591,0.4421,2026-08-18T02:01:20.026000Z,4062,13867,4078,130.7
1621,0.4504,2026-08-18T02:01:50.026000Z,4057,13897,4071,129.9
1651,0.4588,2026-08-18T02:02:20.026000Z,4062,13927,4076,129.1
1681,0.4671,2026-08-18T02:02:50.026000Z,4057,13957,4070,128.3
1711,0.4754,2026-08-18T02:03:20.027000Z,4062,13987,4071,127.5
1741,0.4838,2026-08-18T02:03:50.027000Z,4062,14017,4063,126.7
1771,0.4921,2026-08-18T02:04:20.027000Z,4062,14047,4075,125.9
1801,0.5004,2026-08-18T02:04:50.027000Z,4052,14077,4072,125.3
1831,0.5088,2026-08-18T02:05:20.028000Z,4052,14107,4072,124.5
1861,0.5171,2026-08-18T02:05:50.027000Z,4057,14137,4072,123.9
1891,0.5254,2026-08-18T02:06:20.028000Z,4052,14167,4071,123.1
1921,0.5338,2026-08-18T02:06:50.028000Z,4057,14197,4068,122.4
1951,0.5421,2026-08-18T02:07:20.028000Z,4057,14227,4071,121.8
1981,0.5504,2026-08-18T02:07:50.028000Z,4057,14257,4065,121.2
2011,0.5588,2026-08-18T02:08:20.029000Z,4057,14287,4066,120.4
2041,0.5671,2026-08-18T02:08:50.028000Z,4057,14317,4062,119.8
2071,0.5754,2026-08-18T02:09:20.029000Z,4047,14347,4067,119.1
2101,0.5838,2026-08-18T02:09:50.029000Z,4057,14377,4068,118.5
2131,0.5921,2026-08-18T02:10:20.029000Z,4052,14407,4067,118.0
2161,0.6004,2026-08-18T02:10:50.030000Z,4057,14437,4068,117.4
2191,0.6088,2026-08-18T02:11:20.030000Z,4047,14467,4068,116.8
2221,0.6171,2026-08-18T02:11:50.030000Z,4052,14497,4067,116.1
2251,0.6254,2026-08-18T02:12:20.030000Z,4052,14527,4058,115.6
2281,0.6338,2026-08-18T02:12:50.031000Z,4052,14557,4061,115.0
2311,0.6421,2026-08-18T02:13:20.031000Z,4052,14587,4067,114.5
2341,0.6504,2026-08-18T02:13:50.031000Z,4052,14617,4060,113.9
2371,0.6588,2026-08-18T02:14:20.031000Z,4052,14647,4065,113.4
2401,0.6671,2026-08-18T02:14:50.031000Z,4047,14677,4062,113.0
2431,0.6754,2026-08-18T02:15:20.032000Z,4052,14707,4063,112.3
2461,0.6838,2026-08-18T02:15:50.032000Z,4042,14737,4063,111.8
2491,0.6921,2026-08-18T02:16:20.032000Z,4047,14767,4062,111.4
2521,0.7004,2026-08-18T02:16:50.032000Z,4042,14797,4062,110.9
2551,0.7088,2026-08-18T02:17:20.033000Z,4047,14827,4062,110.4
2581,0.7171,2026-08-18T02:17:50.033000Z,4042,14857,4058,110.0
2611,0.7254,2026-08-18T02:18:20.033000Z,4047,14887,4061,109.5
2641,0.7338,2026-08-18T02:18:50.033000Z,4042,14917,4061,109.0
2671,0.7421,2026-08-18T02:19:20.033000Z,4047,14947,4055,108.5
2701,0.7504,2026-08-18T02:19:50.034000Z,4032,14977,4057,108.1
2731,0.7588,2026-08-18T02:20:20.034000Z,4047,15007,4058,107.6
2761,0.7671,2026-08-18T02:20:50.034000Z,4047,15037,4060,107.3
2791,0.7754,2026-08-18T02:21:20.034000Z,4042,15067,4060,106.8
2821,0.7838,2026-08-18T02:21:50.034000Z,4047,15097,4056,106.3
2851,0.7921,2026-08-18T02:22:20.034000Z,4042,15127,4056,106.0
2881,0.8004,2026-08-18T02:22:50.035000Z,4042,15157,4057,105.5
2911,0.8088,2026-08-18T02:23:20.034000Z,4042,15187,4053,105.2
2941,0.8171,2026-08-18T02:23:50.035000Z,4037,15217,4056,104.7
2971,0.8254,2026-08-18T02:24:20.036000Z,4042,15247,4055,104.4
3001,0.8338,2026-08-18T02:24:50.035000Z,4042,15277,4055,103.9
3031,0.8421,2026-08-18T02:25:20.036000Z,4042,15307,4055,103.6
3061,0.8504,2026-08-18T02:25:50.036000Z,4042,15337,4053,103.1
3091,0.8588,2026-08-18T02:26:20.036000Z,4032,15367,4048,102.8
3121,0.8671,2026-08-18T02:26:50.037000Z,4042,15397,4053,102.5
3151,0.8754,2026-08-18T02:27:20.037000Z,4037,15427,4046,102.2
3181,0.8838,2026-08-18T02:27:50.037000Z,4042,15457,4050,101.7
3211,0.8921,2026-08-18T02:28:20.037000Z,4037,15487,4048,101.4
3241,0.9004,2026-08-18T02:28:50.037000Z,4037,15517,4048,101.1
3271,0.9088,2026-08-18T02:29:20.037000Z,4037,15547,4051,100.8
3301,0.9171,2026-08-18T02:29:50.038000Z,4037,15577,4050,100.5
3331,0.9254,2026-08-18T02:30:20.038000Z,4037,15607,4051,100.1
3361,0.9338,2026-08-18T02:30:50.038000Z,4037,15637,4051,99.8
3391,0.9421,2026-08-18T02:31:20.038000Z,4027,15667,4048,99.5
3421,0.9504,2026-08-18T02:31:50.039000Z,4037,15697,4048,99.2
3451,0.9588,2026-08-18T02:32:20.039000Z,4032,15727,4045,98.9
3481,0.9671,2026-08-18T02:32:50.039000Z,4032,15757,4042,98.6
3511,0.9754,2026-08-18T02:33:20.039000Z,4032,15787,4050,98.2
3541,0.9838,2026-08-18T02:33:50.039000Z,4032,15817,4047,97.9
3571,0.9921,2026-08-18T02:34:20.039000Z,4032,15847,4046,97.8
3601,1.0004,2026-08-18T02:34:50.040000Z,4027,15877,4046,97.5
3631,1.0088,2026-08-18T02:35:20.040000Z,4027,15907,4046,97.1
3661,1.0171,2026-08-18T02:35:50.040000Z,4032,15937,4043,96.8
3691,1.0254,2026-08-18T02:36:20.040000Z,4032,15967,4038,96.5
3721,1.0338,2026-08-18T02:36:50.040000Z,4032,15997,4043,96.3
3751,1.0421,2026-08-18T02:37:20.041000Z,4032,16027,4043,96.0
3781,1.0504,2026-08-18T02:37:50.069000Z,4022,16057,4038,95.7
3811,1.0588,2026-08-18T02:38:20.069000Z,4018,16087,4036,95.6
3841,1.0671,2026-08-18T02:38:50.069000Z,4027,16117,4040,95.2
3871,1.0754,2026-08-18T02:39:20.070000Z,4022,16147,4043,94.9
3901,1.0838,2026-08-18T02:39:50.069000Z,4018,16177,4042,94.8
3931,1.0921,2026-08-18T02:40:20.133000Z,4018,16207,4040,94.4
3961,1.1005,2026-08-18T02:40:50.186000Z,4022,16237,4035,94.3
3991,1.1088,2026-08-18T02:41:20.186000Z,4018,16267,4035,94.0
4021,1.1171,2026-08-18T02:41:50.187000Z,4032,16297,4033,93.8
4051,1.1255,2026-08-18T02:42:20.187000Z,4032,16327,4030,93.5
4081,1.1338,2026-08-18T02:42:50.187000Z,4027,16357,4031,93.3
4111,1.1421,2026-08-18T02:43:20.187000Z,4027,16387,4037,93.0
4141,1.1505,2026-08-18T02:43:50.187000Z,4027,16417,4037,92.9
4171,1.1588,2026-08-18T02:44:20.188000Z,4027,16447,4037,92.7
4201,1.1671,2026-08-18T02:44:50.188000Z,4027,16477,4037,92.4
4231,1.1755,2026-08-18T02:45:20.188000Z,4027,16507,4035,92.2
4261,1.1838,2026-08-18T02:45:50.188000Z,4027,16537,4036,92.1
4291,1.1921,2026-08-18T02:46:20.189000Z,4018,16567,4033,91.8
4321,1.2005,2026-08-18T02:46:50.189000Z,4022,16597,4036,91.6
4351,1.2088,2026-08-18T02:47:20.189000Z,4018,16627,4036,91.4
4381,1.2171,2026-08-18T02:47:50.189000Z,4008,16657,4028,91.3
4411,1.2255,2026-08-18T02:48:20.189000Z,4018,16687,4033,91.0
4441,1.2338,2026-08-18T02:48:50.190000Z,4013,16717,4035,90.8
4471,1.2421,2026-08-18T02:49:20.190000Z,4013,16747,4031,90.6
4501,1.2505,2026-08-18T02:49:50.190000Z,4018,16777,4032,90.5
4531,1.2588,2026-08-18T02:50:20.190000Z,4013,16807,4032,90.3
4561,1.2671,2026-08-18T02:50:50.190000Z,4013,16837,4026,90.0
4591,1.2755,2026-08-18T02:51:20.191000Z,4013,16867,4031,89.9
4621,1.2838,2026-08-18T02:51:50.191000Z,4008,16897,4031,89.7
4651,1.2921,2026-08-18T02:52:20.191000Z,4008,16927,4025,89.5
4681,1.3005,2026-08-18T02:52:50.191000Z,4013,16957,4028,89.4
4711,1.3088,2026-08-18T02:53:20.191000Z,4008,16987,4030,89.2
4741,1.3171,2026-08-18T02:53:50.192000Z,4013,17017,4027,89.1
4771,1.3255,2026-08-18T02:54:20.192000Z,4013,17047,4028,88.9
4801,1.3338,2026-08-18T02:54:50.192000Z,4013,17077,4028,88.8
4831,1.3421,2026-08-18T02:55:20.192000Z,4013,17107,4022,88.5
4861,1.3505,2026-08-18T02:55:50.192000Z,4013,17137,4027,88.3
4891,1.3588,2026-08-18T02:56:20.193000Z,4013,17167,4027,88.2
4921,1.3671,2026-08-18T02:56:50.192000Z,4013,17197,4023,88.0
4951,1.3755,2026-08-18T02:57:20.193000Z,4013,17227,4020,87.9
4981,1.3838,2026-08-18T02:57:50.222000Z,4003,17257,4025,87.7
5011,1.3921,2026-08-18T02:58:20.222000Z,4008,17287,4025,87.6
5041,1.4005,2026-08-18T02:58:50.222000Z,4008,17317,4026,87.4
5071,1.4088,2026-08-18T02:59:20.223000Z,4008,17347,4023,87.3
5101,1.4171,2026-08-18T02:59:50.223000Z,4008,17377,4023,87.2
5131,1.4255,2026-08-18T03:00:20.223000Z,4003,17407,4022,87.0
5161,1.4338,2026-08-18T03:00:50.223000Z,4008,17437,4022,86.9
5191,1.4421,2026-08-18T03:01:20.223000Z,4008,17467,4022,86.7
5221,1.4505,2026-08-18T03:01:50.224000Z,4008,17497,4022,86.6
5251,1.4588,2026-08-18T03:02:20.224000Z,4008,17527,4023,86.4
5281,1.4671,2026-08-18T03:02:50.224000Z,4003,17557,4020,86.3
5311,1.4755,2026-08-18T03:03:20.224000Z,4008,17587,4021,86.2
5341,1.4838,2026-08-18T03:03:50.225000Z,3998,17617,4016,86.0
5371,1.4921,2026-08-18T03:04:20.225000Z,4003,17647,4015,85.9
5401,1.5005,2026-08-18T03:04:50.225000Z,3998,17677,4012,85.7
5431,1.5088,2026-08-18T03:05:20.225000Z,4003,17707,4017,85.6
5461,1.5171,2026-08-18T03:05:50.225000Z,4003,17737,4013,85.6
5491,1.5255,2026-08-18T03:06:20.226000Z,3998,17767,4012,85.4
5521,1.5338,2026-08-18T03:06:50.226000Z,4003,17797,4017,85.3
5551,1.5421,2026-08-18T03:07:20.226000Z,3998,17827,4011,85.1
5581,1.5505,2026-08-18T03:07:50.226000Z,3993,17857,4017,85.0
5611,1.5588,2026-08-18T03:08:20.226000Z,3998,17887,4011,84.9
5641,1.5671,2026-08-18T03:08:50.226000Z,4003,17917,4016,84.7
5671,1.5755,2026-08-18T03:09:20.226000Z,4003,17947,4010,84.7
5701,1.5838,2026-08-18T03:09:50.227000Z,3993,17977,4013,84.6
5731,1.5921,2026-08-18T03:10:20.227000Z,4003,18007,4015,84.4
5761,1.6005,2026-08-18T03:10:50.227000Z,4003,18037,4015,84.3
5791,1.6088,2026-08-18T03:11:20.228000Z,3998,18067,4015,84.3
5821,1.6171,2026-08-18T03:11:50.228000Z,3993,18097,4013,84.1
5851,1.6255,2026-08-18T03:12:20.228000Z,3998,18127,4011,84.0
5881,1.6338,2026-08-18T03:12:50.228000Z,3998,18157,4012,84.0
5911,1.6421,2026-08-18T03:13:20.228000Z,3998,18187,4010,83.8
5941,1.6505,2026-08-18T03:13:50.228000Z,3998,18217,4012,83.6
5971,1.6588,2026-08-18T03:14:20.229000Z,3993,18247,4010,83.6
6001,1.6671,2026-08-18T03:14:50.229000Z,3998,18277,4007,83.5
6031,1.6755,2026-08-18T03:15:20.229000Z,3993,18307,4010,83.3
6061,1.6838,2026-08-18T03:15:50.229000Z,3993,18337,4010,83.3
6091,1.6921,2026-08-18T03:16:20.229000Z,3993,18367,4007,83.1
6121,1.7005,2026-08-18T03:16:50.230000Z,3993,18397,4007,83.0
6151,1.7088,2026-08-18T03:17:20.230000Z,3988,18427,4010,83.0
6181,1.7171,2026-08-18T03:17:50.230000Z,3993,18457,4008,82.8
6211,1.7255,2026-08-18T03:18:20.230000Z,3973,18487,4008,82.8
6241,1.7338,2026-08-18T03:18:50.230000Z,3988,18517,4000,82.7
6271,1.7421,2026-08-18T03:19:20.231000Z,3988,18547,4006,82.5
6301,1.7505,2026-08-18T03:19:50.231000Z,3993,18577,4006,82.5
6331,1.7588,2026-08-18T03:20:20.231000Z,3988,18607,4007,82.3
6361,1.7671,2026-08-18T03:20:50.231000Z,3988,18637,4007,82.3
6391,1.7755,2026-08-18T03:21:20.231000Z,3988,18667,4007,82.2
6421,1.7838,2026-08-18T03:21:50.231000Z,3988,18697,3997,82.0
6451,1.7921,2026-08-18T03:22:20.232000Z,3988,18727,4005,82.0
6481,1.8005,2026-08-18T03:22:50.232000Z,3978,18757,4005,81.8
6511,1.8088,2026-08-18T03:23:20.232000Z,3988,18787,4003,81.8
6541,1.8171,2026-08-18T03:23:50.232000Z,3988,18817,4002,81.7
6571,1.8255,2026-08-18T03:24:20.233000Z,3988,18847,4002,81.7
6601,1.8338,2026-08-18T03:24:50.232000Z,3988,18877,4003,81.5
6631,1.8421,2026-08-18T03:25:20.233000Z,3988,18907,4003,81.3
6661,1.8505,2026-08-18T03:25:50.233000Z,3983,18937,4003,81.3
6691,1.8588,2026-08-18T03:26:20.233000Z,3983,18967,4002,81.3
6721,1.8671,2026-08-18T03:26:50.233000Z,3983,18997,4000,81.2
6751,1.8755,2026-08-18T03:27:20.234000Z,3983,19027,4000,81.0
6781,1.8838,2026-08-18T03:27:50.255000Z,3978,19057,4000,81.0
6811,1.8921,2026-08-18T03:28:20.255000Z,3983,19087,4000,80.9
6841,1.9005,2026-08-18T03:28:50.255000Z,3983,19117,4000,80.9
6871,1.9088,2026-08-18T03:29:20.255000Z,3978,19147,3991,80.7
6901,1.9171,2026-08-18T03:29:50.255000Z,3983,19177,4000,80.7
6931,1.9255,2026-08-18T03:30:20.256000Z,3983,19207,4000,80.5
6961,1.9338,2026-08-18T03:30:50.256000Z,3983,19237,3998,80.5
6991,1.9421,2026-08-18T03:31:20.256000Z,3983,19267,3997,80.4
7021,1.9505,2026-08-18T03:31:50.278000Z,3978,19297,3997,80.4
7051,1.9588,2026-08-18T03:32:20.279000Z,3983,19327,3996,80.2
7081,1.9672,2026-08-18T03:32:50.278000Z,3983,19357,3991,80.2
7111,1.9755,2026-08-18T03:33:20.279000Z,3969,19387,3991,80.0
7141,1.9838,2026-08-18T03:33:50.279000Z,3978,19417,3996,80.0
7171,1.9922,2026-08-18T03:34:20.280000Z,3978,19447,3995,79.9
7201,2.0005,2026-08-18T03:34:50.280000Z,3983,19477,3995,79.9
7231,2.0088,2026-08-18T03:35:20.280000Z,3978,19507,3993,79.7
7261,2.0172,2026-08-18T03:35:50.280000Z,3978,19537,3995,79.7
7291,2.0255,2026-08-18T03:36:20.280000Z,3978,19567,3995,79.6
7321,2.0338,2026-08-18T03:36:50.280000Z,3978,19597,3993,79.6
7351,2.0422,2026-08-18T03:37:20.281000Z,3978,19627,3993,79.6
7381,2.0505,2026-08-18T03:37:50.281000Z,3978,19657,3993,79.4
7411,2.0588,2026-08-18T03:38:20.280000Z,3973,19687,3992,79.4
7441,2.0672,2026-08-18T03:38:50.281000Z,3978,19717,3990,79.2
7471,2.0755,2026-08-18T03:39:20.281000Z,3978,19747,3990,79.2
7501,2.0838,2026-08-18T03:39:50.281000Z,3978,19777,3985,79.1
7531,2.0922,2026-08-18T03:40:20.282000Z,3973,19807,3987,79.1
7561,2.1005,2026-08-18T03:40:50.282000Z,3964,19837,3987,78.9
7591,2.1088,2026-08-18T03:41:20.282000Z,3973,19867,3990,78.9
7621,2.1172,2026-08-18T03:41:50.458000Z,3973,19898,3988,78.9
7651,2.1255,2026-08-18T03:42:20.458000Z,3973,19928,3988,78.7
7681,2.1339,2026-08-18T03:42:50.459000Z,3973,19958,3985,78.7
7711,2.1422,2026-08-18T03:43:20.458000Z,3973,19988,3987,78.6
7741,2.1505,2026-08-18T03:43:50.459000Z,3959,20018,3987,78.6
7771,2.1589,2026-08-18T03:44:20.459000Z,3969,20048,3987,78.4
7801,2.1672,2026-08-18T03:44:50.459000Z,3973,20078,3983,78.4
7831,2.1755,2026-08-18T03:45:20.460000Z,3973,20108,3983,78.3
7862,2.1840,2026-08-18T03:45:50.756000Z,3959,20138,3985,78.3
7892,2.1923,2026-08-18T03:46:20.756000Z,3973,20168,3980,78.3
7922,2.2006,2026-08-18T03:46:50.756000Z,3973,20198,3980,78.1
7952,2.2090,2026-08-18T03:47:20.756000Z,3969,20228,3981,78.1
7982,2.2173,2026-08-18T03:47:50.757000Z,3973,20258,3983,77.9
8012,2.2256,2026-08-18T03:48:20.757000Z,3969,20288,3983,77.9
8042,2.2340,2026-08-18T03:48:50.757000Z,3969,20318,3983,77.8
8072,2.2423,2026-08-18T03:49:20.757000Z,3969,20348,3982,77.8
8102,2.2506,2026-08-18T03:49:50.757000Z,3964,20378,3982,77.6
8132,2.2590,2026-08-18T03:50:20.757000Z,3959,20408,3982,77.6
8162,2.2673,2026-08-18T03:50:50.758000Z,3954,20438,3981,77.6
8192,2.2756,2026-08-18T03:51:20.757000Z,3954,20468,3981,77.4
8222,2.2840,2026-08-18T03:51:50.758000Z,3959,20498,3982,77.4
8252,2.2923,2026-08-18T03:52:20.758000Z,3959,20528,3980,77.4
8284,2.3013,2026-08-18T03:52:53.330000Z,3964,20560,3980,77.3
8314,2.3097,2026-08-18T03:53:23.330000Z,3959,20590,3980,77.3
8344,2.3180,2026-08-18T03:53:53.330000Z,3959,20620,3980,77.1
8374,2.3263,2026-08-18T03:54:23.331000Z,3959,20650,3980,77.1
8404,2.3347,2026-08-18T03:54:53.331000Z,3959,20680,3978,77.1
8434,2.3430,2026-08-18T03:55:23.331000Z,3959,20710,3978,76.9
8464,2.3513,2026-08-18T03:55:53.331000Z,3959,20740,3978,76.9
8494,2.3597,2026-08-18T03:56:23.332000Z,3959,20770,3977,76.8
8524,2.3680,2026-08-18T03:56:53.331000Z,3959,20800,3977,76.8
8554,2.3763,2026-08-18T03:57:23.332000Z,3959,20830,3977,76.8
8584,2.3847,2026-08-18T03:57:53.332000Z,3959,20860,3976,76.6
8614,2.3930,2026-08-18T03:58:23.332000Z,3954,20890,3975,76.6
8644,2.4013,2026-08-18T03:58:53.332000Z,3954,20920,3975,76.6
8674,2.4097,2026-08-18T03:59:23.333000Z,3954,20950,3975,76.5
8704,2.4180,2026-08-18T03:59:53.333000Z,3954,20980,3976,76.5
8734,2.4263,2026-08-18T04:00:23.333000Z,3949,21010,3976,76.5
8764,2.4347,2026-08-18T04:00:53.333000Z,3954,21040,3967,76.3
8794,2.4430,2026-08-18T04:01:23.333000Z,3954,21070,3973,76.3
8824,2.4513,2026-08-18T04:01:53.333000Z,3954,21100,3973,76.1
8854,2.4597,2026-08-18T04:02:23.334000Z,3954,21130,3973,76.1
8884,2.4680,2026-08-18T04:02:53.334000Z,3954,21160,3971,76.1
8914,2.4763,2026-08-18T04:03:23.334000Z,3949,21190,3971,76.0
8944,2.4847,2026-08-18T04:03:53.334000Z,3954,21220,3971,76.0
8974,2.4930,2026-08-18T04:04:23.334000Z,3954,21250,3972,76.0
9004,2.5013,2026-08-18T04:04:53.334000Z,3949,21280,3972,75.8
9034,2.5097,2026-08-18T04:05:23.335000Z,3954,21310,3971,75.8
9064,2.5180,2026-08-18T04:05:53.335000Z,3944,21340,3963,75.6
9094,2.5263,2026-08-18T04:06:23.335000Z,3949,21370,3963,75.6
9124,2.5347,2026-08-18T04:06:53.335000Z,3949,21400,3968,75.6
9154,2.5430,2026-08-18T04:07:23.335000Z,3949,21430,3968,75.5
9184,2.5513,2026-08-18T04:07:53.335000Z,3949,21460,3968,75.5
9214,2.5597,2026-08-18T04:08:23.335000Z,3949,21490,3968,75.3
9244,2.5680,2026-08-18T04:08:53.336000Z,3949,21520,3968,75.3
9274,2.5763,2026-08-18T04:09:23.336000Z,3949,21550,3968,75.3
9304,2.5847,2026-08-18T04:09:53.336000Z,3949,21580,3967,75.3
9334,2.5930,2026-08-18T04:10:23.336000Z,3944,21610,3967,75.2
9364,2.6013,2026-08-18T04:10:53.337000Z,3949,21640,3967,75.2
9394,2.6097,2026-08-18T04:11:23.337000Z,3949,21670,3967,75.2
9424,2.6180,2026-08-18T04:11:53.337000Z,3949,21700,3967,75.0
9454,2.6263,2026-08-18T04:12:23.337000Z,3949,21730,3967,75.0
9484,2.6347,2026-08-18T04:12:53.337000Z,3949,21760,3965,75.0
9514,2.6430,2026-08-18T04:13:23.337000Z,3944,21790,3965,74.8
9544,2.6513,2026-08-18T04:13:53.337000Z,3949,21820,3965,74.8
9574,2.6597,2026-08-18T04:14:23.338000Z,3944,21850,3963,74.8
9604,2.6680,2026-08-18T04:14:53.338000Z,3944,21880,3963,74.7
9634,2.6763,2026-08-18T04:15:23.347000Z,3944,21910,3963,74.7
9664,2.6847,2026-08-18T04:15:53.347000Z,3944,21940,3962,74.7
9694,2.6930,2026-08-18T04:16:23.348000Z,3944,21970,3961,74.5
9724,2.7013,2026-08-18T04:16:53.348000Z,3944,22000,3961,74.5
9754,2.7097,2026-08-18T04:17:23.348000Z,3944,22030,3961,74.3
9786,2.7185,2026-08-18T04:17:54.972000Z,3939,22062,3958,74.3
9816,2.7268,2026-08-18T04:18:24.972000Z,3944,22092,3958,74.3
9846,2.7351,2026-08-18T04:18:54.972000Z,3939,22122,3960,74.2
9876,2.7435,2026-08-18T04:19:24.972000Z,3944,22152,3960,74.2
9906,2.7518,2026-08-18T04:19:54.973000Z,3939,22182,3960,74.2
9936,2.7601,2026-08-18T04:20:24.973000Z,3934,22212,3960,74.0
9966,2.7685,2026-08-18T04:20:54.973000Z,3939,22242,3960,74.0
9996,2.7768,2026-08-18T04:21:24.973000Z,3939,22272,3960,74.0
10026,2.7851,2026-08-18T04:21:54.974000Z,3939,22302,3958,73.8
10056,2.7935,2026-08-18T04:22:24.973000Z,3939,22332,3957,73.8
10086,2.8018,2026-08-18T04:22:54.973000Z,3939,22362,3957,73.8
10116,2.8101,2026-08-18T04:23:24.974000Z,3939,22392,3956,73.7
10146,2.8185,2026-08-18T04:23:54.974000Z,3939,22422,3956,73.7
10176,2.8268,2026-08-18T04:24:24.974000Z,3939,22452,3956,73.7
10206,2.8351,2026-08-18T04:24:54.975000Z,3939,22482,3956,73.5
10236,2.8435,2026-08-18T04:25:24.975000Z,3939,22512,3955,73.5
10266,2.8518,2026-08-18T04:25:54.975000Z,3934,22542,3955,73.5
10296,2.8601,2026-08-18T04:26:24.975000Z,3934,22572,3955,73.3
10326,2.8685,2026-08-18T04:26:54.975000Z,3939,22602,3956,73.3
10356,2.8768,2026-08-18T04:27:24.975000Z,3934,22632,3956,73.3
10386,2.8851,2026-08-18T04:27:54.975000Z,3934,22662,3955,73.2
10416,2.8935,2026-08-18T04:28:24.975000Z,3929,22692,3953,73.2
10446,2.9018,2026-08-18T04:28:54.975000Z,3934,22722,3953,73.2
10476,2.9101,2026-08-18T04:29:24.976000Z,3929,22752,3953,73.2
10506,2.9185,2026-08-18T04:29:54.976000Z,3934,22782,3955,73.0
10536,2.9268,2026-08-18T04:30:24.977000Z,3934,22812,3955,73.0
10566,2.9351,2026-08-18T04:30:54.977000Z,3929,22842,3950,73.0
10596,2.9435,2026-08-18T04:31:24.977000Z,3929,22872,3952,72.9
10626,2.9518,2026-08-18T04:31:54.977000Z,3929,22902,3952,72.9
10656,2.9601,2026-08-18T04:32:24.977000Z,3929,22932,3951,72.9
10686,2.9685,2026-08-18T04:32:54.977000Z,3929,22962,3950,72.7
10716,2.9768,2026-08-18T04:33:24.977000Z,3929,22992,3950,72.7
