elapsed_s,elapsed_h,utc,adc_mv,uptime_s,gauge_mv,gauge_pct
60652,16.8480,2026-08-18T18:25:41.439000Z,3532,72926,3566,1.8
60682,16.8564,2026-08-18T18:26:11.440000Z,3532,72956,3566,1.8
60712,16.8647,2026-08-18T18:26:41.440000Z,3532,72986,3565,1.8
60742,16.8730,2026-08-18T18:27:11.440000Z,3532,73016,3565,1.8
60772,16.8814,2026-08-18T18:27:41.440000Z,3532,73046,3563,1.8
60802,16.8897,2026-08-18T18:28:11.440000Z,3532,73076,3565,1.8
60832,16.8980,2026-08-18T18:28:41.440000Z,3532,73106,3565,1.8
60862,16.9064,2026-08-18T18:29:11.440000Z,3532,73136,3565,1.8
60892,16.9147,2026-08-18T18:29:41.441000Z,3532,73166,3566,1.8
60922,16.9230,2026-08-18T18:30:11.441000Z,3532,73196,3566,1.8
60952,16.9314,2026-08-18T18:30:41.441000Z,3532,73226,3566,1.8
60982,16.9397,2026-08-18T18:31:11.441000Z,3532,73256,3563,1.8
61012,16.9480,2026-08-18T18:31:41.441000Z,3532,73286,3563,1.8
61042,16.9564,2026-08-18T18:32:11.441000Z,3532,73316,3563,1.8
61072,16.9647,2026-08-18T18:32:41.441000Z,3532,73346,3563,1.8
61102,16.9730,2026-08-18T18:33:11.442000Z,3532,73376,3563,1.8
61132,16.9814,2026-08-18T18:33:41.442000Z,3532,73406,3563,1.8
61162,16.9897,2026-08-18T18:34:11.442000Z,3532,73436,3562,1.8
61192,16.9980,2026-08-18T18:34:41.443000Z,3532,73466,3562,1.8
61222,17.0064,2026-08-18T18:35:11.443000Z,3532,73496,3563,1.8
61252,17.0147,2026-08-18T18:35:41.442000Z,3532,73526,3563,1.8
61282,17.0230,2026-08-18T18:36:11.448000Z,3532,73556,3563,1.8
61312,17.0314,2026-08-18T18:36:41.443000Z,3532,73586,3565,1.8
61342,17.0397,2026-08-18T18:37:11.442000Z,3528,73616,3565,1.8
61372,17.0480,2026-08-18T18:37:41.444000Z,3532,73646,3565,1.8
61402,17.0564,2026-08-18T18:38:11.443000Z,3532,73676,3561,1.8
61432,17.0647,2026-08-18T18:38:41.444000Z,3532,73706,3562,1.8
61462,17.0730,2026-08-18T18:39:11.443000Z,3528,73736,3562,1.8
61492,17.0814,2026-08-18T18:39:41.444000Z,3528,73766,3562,1.8
61522,17.0897,2026-08-18T18:40:11.444000Z,3528,73796,3562,1.8
61552,17.0980,2026-08-18T18:40:41.444000Z,3528,73826,3562,1.8
61582,17.1064,2026-08-18T18:41:11.444000Z,3532,73856,3561,1.8
61612,17.1147,2026-08-18T18:41:41.444000Z,3528,73886,3562,1.8
61642,17.1230,2026-08-18T18:42:11.445000Z,3532,73916,3562,1.8
61672,17.1314,2026-08-18T18:42:41.444000Z,3532,73946,3560,1.8
61702,17.1397,2026-08-18T18:43:11.445000Z,3528,73976,3561,1.8
61732,17.1480,2026-08-18T18:43:41.445000Z,3528,74006,3561,1.8
61762,17.1564,2026-08-18T18:44:11.445000Z,3528,74036,3561,1.8
61792,17.1647,2026-08-18T18:44:41.446000Z,3528,74066,3561,1.8
61822,17.1730,2026-08-18T18:45:11.445000Z,3528,74096,3561,1.8
61852,17.1814,2026-08-18T18:45:41.446000Z,3532,74126,3560,1.8
61882,17.1897,2026-08-18T18:46:11.446000Z,3528,74156,3561,1.8
61912,17.1980,2026-08-18T18:46:41.446000Z,3528,74186,3561,1.8
61942,17.2064,2026-08-18T18:47:11.446000Z,3528,74216,3561,1.8
61972,17.2147,2026-08-18T18:47:41.447000Z,3528,74246,3560,1.8
62002,17.2230,2026-08-18T18:48:11.447000Z,3528,74276,3560,1.8
62032,17.2314,2026-08-18T18:48:41.447000Z,3528,74306,3560,1.8
62062,17.2397,2026-08-18T18:49:11.447000Z,3528,74336,3560,1.7
62092,17.2480,2026-08-18T18:49:41.447000Z,3528,74366,3560,1.7
62122,17.2564,2026-08-18T18:50:11.447000Z,3528,74396,3560,1.7
62152,17.2647,2026-08-18T18:50:41.448000Z,3523,74426,3560,1.7
62182,17.2730,2026-08-18T18:51:11.448000Z,3528,74456,3560,1.7
62212,17.2814,2026-08-18T18:51:41.448000Z,3528,74486,3557,1.7
62242,17.2897,2026-08-18T18:52:11.448000Z,3528,74516,3560,1.7
62272,17.2980,2026-08-18T18:52:41.449000Z,3528,74546,3560,1.7
62302,17.3064,2026-08-18T18:53:11.448000Z,3523,74576,3560,1.7
62332,17.3147,2026-08-18T18:53:41.448000Z,3523,74606,3558,1.7
62362,17.3230,2026-08-18T18:54:11.449000Z,3523,74636,3558,1.7
62392,17.3314,2026-08-18T18:54:41.449000Z,3523,74666,3557,1.7
62422,17.3397,2026-08-18T18:55:11.449000Z,3523,74696,3558,1.7
62452,17.3480,2026-08-18T18:55:41.449000Z,3523,74726,3558,1.7
62482,17.3564,2026-08-18T18:56:11.450000Z,3523,74756,3556,1.7
62512,17.3647,2026-08-18T18:56:41.450000Z,3523,74786,3557,1.7
62542,17.3730,2026-08-18T18:57:11.450000Z,3523,74816,3557,1.7
62572,17.3814,2026-08-18T18:57:41.450000Z,3523,74846,3557,1.7
62602,17.3897,2026-08-18T18:58:11.450000Z,3523,74876,3556,1.7
62632,17.3980,2026-08-18T18:58:41.450000Z,3523,74906,3556,1.7
62662,17.4064,2026-08-18T18:59:11.451000Z,3523,74936,3557,1.7
62692,17.4147,2026-08-18T18:59:41.450000Z,3523,74966,3556,1.7
62722,17.4230,2026-08-18T19:00:11.450000Z,3523,74996,3556,1.7
62752,17.4314,2026-08-18T19:00:41.451000Z,3523,75026,3558,1.7
62782,17.4397,2026-08-18T19:01:11.451000Z,3523,75056,3556,1.7
62812,17.4480,2026-08-18T19:01:41.451000Z,3523,75086,3556,1.7
62842,17.4564,2026-08-18T19:02:11.451000Z,3523,75116,3556,1.7
62872,17.4647,2026-08-18T19:02:41.452000Z,3523,75146,3556,1.7
62902,17.4730,2026-08-18T19:03:11.452000Z,3523,75176,3556,1.7
62932,17.4814,2026-08-18T19:03:41.452000Z,3523,75206,3555,1.7
62962,17.4897,2026-08-18T19:04:11.452000Z,3523,75236,3555,1.7
62992,17.4980,2026-08-18T19:04:41.452000Z,3523,75266,3553,1.7
63022,17.5064,2026-08-18T19:05:11.452000Z,3523,75296,3553,1.7
63052,17.5147,2026-08-18T19:05:41.453000Z,3523,75326,3555,1.7
63082,17.5230,2026-08-18T19:06:11.453000Z,3523,75356,3555,1.7
63112,17.5314,2026-08-18T19:06:41.453000Z,3523,75386,3555,1.7
63142,17.5397,2026-08-18T19:07:11.453000Z,3523,75416,3556,1.7
63172,17.5480,2026-08-18T19:07:41.453000Z,3523,75446,3555,1.7
63202,17.5564,2026-08-18T19:08:11.453000Z,3523,75476,3555,1.7
63232,17.5647,2026-08-18T19:08:41.454000Z,3523,75506,3555,1.7
63262,17.5730,2026-08-18T19:09:11.454000Z,3523,75536,3555,1.7
63292,17.5814,2026-08-18T19:09:41.454000Z,3523,75566,3555,1.7
63322,17.5897,2026-08-18T19:10:11.454000Z,3523,75596,3555,1.7
63352,17.5980,2026-08-18T19:10:41.455000Z,3523,75626,3552,1.7
63382,17.6064,2026-08-18T19:11:11.455000Z,3523,75656,3552,1.7
63412,17.6147,2026-08-18T19:11:41.455000Z,3523,75686,3553,1.7
63442,17.6230,2026-08-18T19:12:11.455000Z,3523,75716,3553,1.7
63472,17.6314,2026-08-18T19:12:41.455000Z,3518,75746,3553,1.7
63502,17.6397,2026-08-18T19:13:11.455000Z,3518,75776,3552,1.7
63532,17.6480,2026-08-18T19:13:41.456000Z,3518,75806,3551,1.7
63562,17.6564,2026-08-18T19:14:11.456000Z,3518,75836,3551,1.7
63592,17.6647,2026-08-18T19:14:41.456000Z,3518,75866,3552,1.7
63622,17.6730,2026-08-18T19:15:11.456000Z,3518,75896,3552,1.7
63652,17.6814,2026-08-18T19:15:41.456000Z,3518,75926,3552,1.6
63682,17.6897,2026-08-18T19:16:11.456000Z,3518,75956,3553,1.6
63712,17.6980,2026-08-18T19:16:41.456000Z,3518,75986,3552,1.6
63742,17.7064,2026-08-18T19:17:11.456000Z,3518,76016,3552,1.6
63772,17.7147,2026-08-18T19:17:41.457000Z,3518,76046,3551,1.6
63802,17.7230,2026-08-18T19:18:11.457000Z,3518,76076,3551,1.6
63832,17.7314,2026-08-18T19:18:41.456000Z,3518,76106,3551,1.6
63862,17.7397,2026-08-18T19:19:11.456000Z,3518,76136,3550,1.6
63892,17.7480,2026-08-18T19:19:41.457000Z,3518,76166,3548,1.6
63922,17.7564,2026-08-18T19:20:11.457000Z,3518,76196,3548,1.6
63952,17.7647,2026-08-18T19:20:41.457000Z,3518,76226,3551,1.6
63982,17.7730,2026-08-18T19:21:11.457000Z,3518,76256,3550,1.6
64012,17.7814,2026-08-18T19:21:41.458000Z,3518,76286,3550,1.6
64042,17.7897,2026-08-18T19:22:11.458000Z,3518,76316,3550,1.6
64072,17.7980,2026-08-18T19:22:41.459000Z,3518,76346,3550,1.6
64102,17.8064,2026-08-18T19:23:11.458000Z,3518,76376,3550,1.6
64132,17.8147,2026-08-18T19:23:41.459000Z,3518,76406,3550,1.6
64162,17.8230,2026-08-18T19:24:11.459000Z,3513,76436,3548,1.6
64192,17.8314,2026-08-18T19:24:41.459000Z,3513,76466,3548,1.6
64222,17.8397,2026-08-18T19:25:11.459000Z,3518,76496,3550,1.6
64252,17.8480,2026-08-18T19:25:41.459000Z,3518,76526,3550,1.6
64282,17.8564,2026-08-18T19:26:11.459000Z,3513,76556,3550,1.6
64312,17.8647,2026-08-18T19:26:41.459000Z,3518,76586,3548,1.6
64342,17.8730,2026-08-18T19:27:11.460000Z,3518,76616,3550,1.6
64372,17.8814,2026-08-18T19:27:41.460000Z,3513,76646,3550,1.6
64402,17.8897,2026-08-18T19:28:11.460000Z,3513,76676,3548,1.6
64432,17.8980,2026-08-18T19:28:41.460000Z,3513,76706,3547,1.6
64462,17.9064,2026-08-18T19:29:11.460000Z,3513,76736,3547,1.6
64492,17.9147,2026-08-18T19:29:41.461000Z,3518,76766,3547,1.6
64522,17.9230,2026-08-18T19:30:11.461000Z,3513,76796,3547,1.6
64552,17.9314,2026-08-18T19:30:41.460000Z,3513,76826,3547,1.6
64582,17.9397,2026-08-18T19:31:11.461000Z,3513,76856,3547,1.6
64612,17.9480,2026-08-18T19:31:41.461000Z,3508,76886,3547,1.6
64642,17.9564,2026-08-18T19:32:11.461000Z,3513,76916,3547,1.6
64672,17.9647,2026-08-18T19:32:41.462000Z,3513,76946,3546,1.6
64702,17.9730,2026-08-18T19:33:11.461000Z,3513,76976,3547,1.6
64732,17.9814,2026-08-18T19:33:41.462000Z,3513,77006,3547,1.6
64762,17.9897,2026-08-18T19:34:11.462000Z,3513,77036,3545,1.6
64792,17.9980,2026-08-18T19:34:41.463000Z,3513,77066,3545,1.6
64822,18.0064,2026-08-18T19:35:11.464000Z,3513,77096,3545,1.6
64852,18.0147,2026-08-18T19:35:41.465000Z,3513,77126,3546,1.6
64882,18.0230,2026-08-18T19:36:11.465000Z,3513,77156,3545,1.6
64912,18.0314,2026-08-18T19:36:41.465000Z,3513,77186,3545,1.6
64942,18.0397,2026-08-18T19:37:11.466000Z,3513,77216,3546,1.6
64972,18.0480,2026-08-18T19:37:41.467000Z,3513,77246,3545,1.6
65002,18.0564,2026-08-18T19:38:11.467000Z,3513,77276,3545,1.6
65032,18.0647,2026-08-18T19:38:41.468000Z,3513,77306,3547,1.6
65062,18.0730,2026-08-18T19:39:11.469000Z,3513,77336,3545,1.6
65092,18.0814,2026-08-18T19:39:41.470000Z,3513,77366,3545,1.6
65122,18.0897,2026-08-18T19:40:11.470000Z,3513,77396,3545,1.6
65152,18.0980,2026-08-18T19:40:41.470000Z,3513,77426,3543,1.5
65182,18.1064,2026-08-18T19:41:11.471000Z,3513,77456,3543,1.5
65212,18.1147,2026-08-18T19:41:41.472000Z,3513,77486,3543,1.5
65242,18.1230,2026-08-18T19:42:11.472000Z,3513,77516,3543,1.5
65272,18.1314,2026-08-18T19:42:41.473000Z,3513,77546,3543,1.5
65302,18.1397,2026-08-18T19:43:11.473000Z,3508,77576,3543,1.5
65332,18.1480,2026-08-18T19:43:41.474000Z,3513,77606,3542,1.5
65362,18.1564,2026-08-18T19:44:11.475000Z,3508,77636,3542,1.5
65392,18.1647,2026-08-18T19:44:41.475000Z,3508,77666,3543,1.5
65422,18.1730,2026-08-18T19:45:11.476000Z,3513,77696,3545,1.5
65452,18.1814,2026-08-18T19:45:41.476000Z,3508,77726,3545,1.5
65482,18.1897,2026-08-18T19:46:11.477000Z,3508,77756,3542,1.5
65512,18.1980,2026-08-18T19:46:41.478000Z,3508,77786,3541,1.5
65542,18.2064,2026-08-18T19:47:11.479000Z,3508,77816,3541,1.5
65572,18.2147,2026-08-18T19:47:41.479000Z,3508,77846,3541,1.5
65602,18.2230,2026-08-18T19:48:11.480000Z,3508,77876,3542,1.5
65632,18.2314,2026-08-18T19:48:41.481000Z,3503,77906,3542,1.5
65662,18.2397,2026-08-18T19:49:11.481000Z,3508,77936,3541,1.5
65692,18.2480,2026-08-18T19:49:41.482000Z,3503,77966,3541,1.5
65722,18.2564,2026-08-18T19:50:11.482000Z,3508,77996,3541,1.5
65752,18.2647,2026-08-18T19:50:41.483000Z,3503,78026,3542,1.5
65782,18.2730,2026-08-18T19:51:11.483000Z,3508,78056,3540,1.5
65812,18.2814,2026-08-18T19:51:41.484000Z,3503,78086,3540,1.5
65842,18.2897,2026-08-18T19:52:11.484000Z,3498,78116,3540,1.5
65872,18.2980,2026-08-18T19:52:41.485000Z,3503,78146,3540,1.5
65902,18.3064,2026-08-18T19:53:11.485000Z,3498,78176,3540,1.5
65932,18.3147,2026-08-18T19:53:41.486000Z,3503,78206,3538,1.5
65962,18.3230,2026-08-18T19:54:11.486000Z,3503,78236,3540,1.5
65992,18.3314,2026-08-18T19:54:41.487000Z,3508,78266,3540,1.5
66022,18.3397,2026-08-18T19:55:11.487000Z,3503,78296,3540,1.5
66052,18.3480,2026-08-18T19:55:41.488000Z,3503,78326,3537,1.5
66082,18.3564,2026-08-18T19:56:11.488000Z,3503,78356,3537,1.5
66112,18.3647,2026-08-18T19:56:41.489000Z,3498,78386,3538,1.5
66142,18.3730,2026-08-18T19:57:11.489000Z,3498,78416,3538,1.5
66172,18.3814,2026-08-18T19:57:41.490000Z,3498,78446,3538,1.5
66202,18.3897,2026-08-18T19:58:11.491000Z,3498,78476,3537,1.5
66232,18.3980,2026-08-18T19:58:41.491000Z,3498,78506,3538,1.5
66262,18.4064,2026-08-18T19:59:11.491000Z,3498,78536,3538,1.5
66292,18.4147,2026-08-18T19:59:41.492000Z,3498,78566,3537,1.5
66322,18.4230,2026-08-18T20:00:11.492000Z,3498,78596,3537,1.5
66352,18.4314,2026-08-18T20:00:41.493000Z,3498,78626,3537,1.5
66382,18.4397,2026-08-18T20:01:11.494000Z,3498,78656,3537,1.5
66412,18.4480,2026-08-18T20:01:41.494000Z,3498,78686,3536,1.5
66442,18.4564,2026-08-18T20:02:11.494000Z,3493,78716,3536,1.5
66472,18.4647,2026-08-18T20:02:41.495000Z,3493,78746,3536,1.5
66502,18.4730,2026-08-18T20:03:11.495000Z,3498,78776,3536,1.5
66532,18.4814,2026-08-18T20:03:41.496000Z,3493,78806,3536,1.5
66562,18.4897,2026-08-18T20:04:11.496000Z,3493,78836,3536,1.5
66592,18.4980,2026-08-18T20:04:41.497000Z,3498,78866,3535,1.5
66622,18.5064,2026-08-18T20:05:11.497000Z,3493,78896,3535,1.4
66652,18.5147,2026-08-18T20:05:41.498000Z,3493,78926,3535,1.4
66682,18.5230,2026-08-18T20:06:11.498000Z,3493,78956,3535,1.4
66712,18.5314,2026-08-18T20:06:41.499000Z,3498,78986,3535,1.4
66742,18.5397,2026-08-18T20:07:11.500000Z,3493,79016,3535,1.4
66772,18.5480,2026-08-18T20:07:41.500000Z,3493,79046,3536,1.4
66802,18.5564,2026-08-18T20:08:11.501000Z,3498,79076,3536,1.4
66832,18.5647,2026-08-18T20:08:41.501000Z,3493,79106,3535,1.4
66862,18.5730,2026-08-18T20:09:11.501000Z,3498,79136,3533,1.4
66892,18.5814,2026-08-18T20:09:41.501000Z,3493,79166,3533,1.4
66922,18.5897,2026-08-18T20:10:11.502000Z,3493,79196,3532,1.4
66952,18.5980,2026-08-18T20:10:41.502000Z,3493,79226,3533,1.4
66982,18.6064,2026-08-18T20:11:11.502000Z,3493,79256,3532,1.4
67012,18.6147,2026-08-18T20:11:41.503000Z,3493,79286,3532,1.4
67042,18.6231,2026-08-18T20:12:11.504000Z,3493,79316,3532,1.4
67072,18.6314,2026-08-18T20:12:41.504000Z,3493,79346,3532,1.4
67102,18.6397,2026-08-18T20:13:11.505000Z,3493,79376,3532,1.4
67132,18.6481,2026-08-18T20:13:41.505000Z,3493,79406,3532,1.4
67162,18.6564,2026-08-18T20:14:11.505000Z,3493,79436,3531,1.4
67192,18.6647,2026-08-18T20:14:41.506000Z,3493,79466,3531,1.4
67222,18.6731,2026-08-18T20:15:11.506000Z,3493,79496,3530,1.4
67252,18.6814,2026-08-18T20:15:41.506000Z,3493,79526,3532,1.4
67282,18.6897,2026-08-18T20:16:11.507000Z,3493,79556,3532,1.4
67312,18.6981,2026-08-18T20:16:41.507000Z,3493,79586,3532,1.4
67342,18.7064,2026-08-18T20:17:11.508000Z,3493,79616,3530,1.4
67372,18.7147,2026-08-18T20:17:41.508000Z,3493,79646,3530,1.4
67402,18.7231,2026-08-18T20:18:11.509000Z,3493,79676,3530,1.4
67432,18.7314,2026-08-18T20:18:41.509000Z,3493,79706,3531,1.4
67462,18.7397,2026-08-18T20:19:11.509000Z,3488,79736,3531,1.4
67492,18.7481,2026-08-18T20:19:41.510000Z,3488,79766,3531,1.4
67522,18.7564,2026-08-18T20:20:11.510000Z,3488,79796,3530,1.4
67552,18.7647,2026-08-18T20:20:41.511000Z,3488,79826,3530,1.4
67582,18.7731,2026-08-18T20:21:11.511000Z,3488,79856,3530,1.4
67612,18.7814,2026-08-18T20:21:41.512000Z,3488,79886,3527,1.4
67642,18.7897,2026-08-18T20:22:11.512000Z,3488,79916,3527,1.3
67672,18.7981,2026-08-18T20:22:41.513000Z,3488,79946,3527,1.3
67702,18.8064,2026-08-18T20:23:11.513000Z,3493,79976,3526,1.3
67734,18.8152,2026-08-18T20:23:43.416000Z,3488,80008,3526,1.3
67764,18.8236,2026-08-18T20:24:13.416000Z,3488,80038,3528,1.3
67794,18.8319,2026-08-18T20:24:43.417000Z,3488,80068,3526,1.3
67824,18.8402,2026-08-18T20:25:13.417000Z,3488,80098,3526,1.3
67854,18.8486,2026-08-18T20:25:43.418000Z,3488,80128,3527,1.3
67884,18.8569,2026-08-18T20:26:13.418000Z,3488,80158,3526,1.3
67914,18.8652,2026-08-18T20:26:43.418000Z,3488,80188,3526,1.3
67944,18.8736,2026-08-18T20:27:13.419000Z,3488,80218,3525,1.3
67974,18.8819,2026-08-18T20:27:43.419000Z,3488,80248,3526,1.3
68004,18.8902,2026-08-18T20:28:13.419000Z,3488,80278,3526,1.3
68034,18.8986,2026-08-18T20:28:43.420000Z,3488,80308,3525,1.3
68064,18.9069,2026-08-18T20:29:13.420000Z,3488,80338,3526,1.3
68094,18.9152,2026-08-18T20:29:43.421000Z,3488,80368,3526,1.3
68124,18.9236,2026-08-18T20:30:13.421000Z,3488,80398,3525,1.3
68154,18.9319,2026-08-18T20:30:43.421000Z,3483,80428,3525,1.3
68184,18.9402,2026-08-18T20:31:13.421000Z,3488,80458,3525,1.3
68214,18.9486,2026-08-18T20:31:43.422000Z,3488,80488,3526,1.3
68244,18.9569,2026-08-18T20:32:13.422000Z,3488,80518,3525,1.3
68274,18.9652,2026-08-18T20:32:43.423000Z,3483,80548,3525,1.3
68304,18.9736,2026-08-18T20:33:13.423000Z,3483,80578,3523,1.3
68334,18.9819,2026-08-18T20:33:43.423000Z,3483,80608,3522,1.3
68364,18.9903,2026-08-18T20:34:13.424000Z,3483,80638,3522,1.3
68394,18.9986,2026-08-18T20:34:43.424000Z,3483,80668,3523,1.3
68424,19.0069,2026-08-18T20:35:13.424000Z,3483,80698,3522,1.3
68454,19.0153,2026-08-18T20:35:43.425000Z,3483,80728,3522,1.3
68484,19.0236,2026-08-18T20:36:13.425000Z,3483,80758,3523,1.3
68514,19.0319,2026-08-18T20:36:43.425000Z,3483,80788,3522,1.3
68544,19.0403,2026-08-18T20:37:13.426000Z,3483,80818,3522,1.3
68574,19.0486,2026-08-18T20:37:43.426000Z,3483,80848,3521,1.3
68604,19.0569,2026-08-18T20:38:13.426000Z,3483,80878,3521,1.3
68634,19.0653,2026-08-18T20:38:43.427000Z,3483,80908,3521,1.3
68664,19.0736,2026-08-18T20:39:13.427000Z,3483,80938,3518,1.3
68694,19.0819,2026-08-18T20:39:43.427000Z,3483,80968,3521,1.3
68724,19.0903,2026-08-18T20:40:13.428000Z,3483,80998,3521,1.3
68754,19.0986,2026-08-18T20:40:43.428000Z,3483,81028,3522,1.3
68784,19.1069,2026-08-18T20:41:13.428000Z,3483,81058,3521,1.3
68814,19.1153,2026-08-18T20:41:43.428000Z,3483,81088,3521,1.3
68844,19.1236,2026-08-18T20:42:13.429000Z,3483,81118,3520,1.2
68874,19.1319,2026-08-18T20:42:43.429000Z,3479,81148,3518,1.2
68904,19.1403,2026-08-18T20:43:13.430000Z,3483,81178,3518,1.2
68934,19.1486,2026-08-18T20:43:43.430000Z,3483,81208,3520,1.2
68964,19.1569,2026-08-18T20:44:13.430000Z,3479,81238,3520,1.2
68994,19.1653,2026-08-18T20:44:43.430000Z,3479,81268,3520,1.2
69024,19.1736,2026-08-18T20:45:13.431000Z,3479,81298,3517,1.2
69054,19.1819,2026-08-18T20:45:43.431000Z,3483,81328,3518,1.2
69084,19.1903,2026-08-18T20:46:13.432000Z,3479,81358,3518,1.2
69114,19.1986,2026-08-18T20:46:43.431000Z,3479,81388,3518,1.2
69144,19.2069,2026-08-18T20:47:13.432000Z,3479,81418,3518,1.2
69174,19.2153,2026-08-18T20:47:43.432000Z,3479,81448,3518,1.2
69204,19.2236,2026-08-18T20:48:13.433000Z,3479,81478,3517,1.2
69234,19.2319,2026-08-18T20:48:43.433000Z,3479,81508,3516,1.2
69264,19.2403,2026-08-18T20:49:13.433000Z,3479,81538,3516,1.2
69294,19.2486,2026-08-18T20:49:43.433000Z,3479,81568,3518,1.2
69324,19.2569,2026-08-18T20:50:13.434000Z,3479,81598,3516,1.2
69354,19.2653,2026-08-18T20:50:43.434000Z,3479,81628,3516,1.2
69384,19.2736,2026-08-18T20:51:13.434000Z,3479,81658,3517,1.2
69414,19.2819,2026-08-18T20:51:43.434000Z,3474,81688,3516,1.2
69444,19.2903,2026-08-18T20:52:13.435000Z,3474,81718,3516,1.2
69474,19.2986,2026-08-18T20:52:43.435000Z,3474,81748,3515,1.2
69504,19.3069,2026-08-18T20:53:13.435000Z,3479,81778,3516,1.2
69534,19.3153,2026-08-18T20:53:43.435000Z,3474,81808,3516,1.2
69564,19.3236,2026-08-18T20:54:13.436000Z,3474,81838,3515,1.2
69594,19.3319,2026-08-18T20:54:43.436000Z,3474,81868,3515,1.2
69624,19.3403,2026-08-18T20:55:13.436000Z,3474,81898,3515,1.2
69654,19.3486,2026-08-18T20:55:43.437000Z,3474,81928,3515,1.2
69684,19.3569,2026-08-18T20:56:13.437000Z,3474,81958,3513,1.2
69714,19.3653,2026-08-18T20:56:43.437000Z,3474,81988,3513,1.2
69744,19.3736,2026-08-18T20:57:13.438000Z,3474,82018,3512,1.1
69774,19.3819,2026-08-18T20:57:43.438000Z,3474,82048,3512,1.1
69804,19.3903,2026-08-18T20:58:13.438000Z,3474,82078,3512,1.1
69834,19.3986,2026-08-18T20:58:43.438000Z,3474,82108,3513,1.1
69864,19.4069,2026-08-18T20:59:13.439000Z,3474,82138,3515,1.1
69894,19.4153,2026-08-18T20:59:43.439000Z,3474,82168,3515,1.1
69924,19.4236,2026-08-18T21:00:13.439000Z,3474,82198,3512,1.1
69954,19.4319,2026-08-18T21:00:43.440000Z,3474,82228,3512,1.1
69984,19.4403,2026-08-18T21:01:13.440000Z,3474,82258,3512,1.1
70014,19.4486,2026-08-18T21:01:43.440000Z,3474,82288,3513,1.1
70044,19.4569,2026-08-18T21:02:13.440000Z,3474,82318,3512,1.1
70074,19.4653,2026-08-18T21:02:43.440000Z,3474,82348,3512,1.1
70104,19.4736,2026-08-18T21:03:13.440000Z,3474,82378,3511,1.1
70134,19.4819,2026-08-18T21:03:43.441000Z,3474,82408,3511,1.1
70164,19.4903,2026-08-18T21:04:13.441000Z,3474,82438,3511,1.1
70194,19.4986,2026-08-18T21:04:43.441000Z,3474,82468,3510,1.1
70224,19.5069,2026-08-18T21:05:13.441000Z,3474,82498,3511,1.1
70254,19.5153,2026-08-18T21:05:43.442000Z,3474,82528,3511,1.1
70284,19.5236,2026-08-18T21:06:13.442000Z,3474,82558,3510,1.1
70314,19.5319,2026-08-18T21:06:43.443000Z,3469,82588,3511,1.1
70344,19.5403,2026-08-18T21:07:13.442000Z,3469,82618,3511,1.1
70374,19.5486,2026-08-18T21:07:43.443000Z,3469,82648,3510,1.1
70404,19.5569,2026-08-18T21:08:13.443000Z,3469,82678,3510,1.1
70434,19.5653,2026-08-18T21:08:43.444000Z,3469,82708,3510,1.1
70464,19.5736,2026-08-18T21:09:13.444000Z,3469,82738,3510,1.1
70494,19.5819,2026-08-18T21:09:43.444000Z,3469,82768,3508,1.1
70524,19.5903,2026-08-18T21:10:13.444000Z,3469,82798,3508,1.1
70554,19.5986,2026-08-18T21:10:43.445000Z,3469,82828,3507,1.1
70584,19.6069,2026-08-18T21:11:13.445000Z,3469,82858,3508,1.1
70614,19.6153,2026-08-18T21:11:43.445000Z,3469,82888,3508,1.1
70644,19.6236,2026-08-18T21:12:13.445000Z,3469,82918,3508,1.1
70674,19.6319,2026-08-18T21:12:43.446000Z,3469,82948,3507,1.1
70704,19.6403,2026-08-18T21:13:13.447000Z,3469,82978,3507,1.1
70734,19.6486,2026-08-18T21:13:43.446000Z,3469,83008,3508,1.1
70764,19.6569,2026-08-18T21:14:13.446000Z,3469,83038,3505,1.1
70794,19.6653,2026-08-18T21:14:43.447000Z,3464,83068,3505,1.1
70824,19.6736,2026-08-18T21:15:13.447000Z,3469,83098,3508,1.1
70854,19.6819,2026-08-18T21:15:43.447000Z,3464,83128,3506,1.1
70884,19.6903,2026-08-18T21:16:13.448000Z,3469,83158,3506,1.1
70914,19.6986,2026-08-18T21:16:43.448000Z,3464,83188,3508,1.1
70944,19.7069,2026-08-18T21:17:13.447000Z,3464,83218,3505,1.1
70974,19.7153,2026-08-18T21:17:43.448000Z,3469,83248,3505,1.1
71004,19.7236,2026-08-18T21:18:13.448000Z,3464,83278,3506,1.1
71034,19.7319,2026-08-18T21:18:43.448000Z,3464,83308,3505,1.1
71064,19.7403,2026-08-18T21:19:13.449000Z,3464,83338,3505,1.0
71094,19.7486,2026-08-18T21:19:43.449000Z,3464,83368,3503,1.0
71124,19.7569,2026-08-18T21:20:13.449000Z,3464,83398,3505,1.0
71154,19.7653,2026-08-18T21:20:43.450000Z,3464,83428,3503,1.0
71184,19.7736,2026-08-18T21:21:13.449000Z,3464,83458,3503,1.0
71214,19.7819,2026-08-18T21:21:43.449000Z,3464,83488,3503,1.0
71244,19.7903,2026-08-18T21:22:13.450000Z,3464,83518,3502,1.0
71274,19.7986,2026-08-18T21:22:43.450000Z,3464,83548,3502,1.0
71304,19.8069,2026-08-18T21:23:13.451000Z,3464,83578,3503,1.0
71334,19.8153,2026-08-18T21:23:43.451000Z,3464,83608,3502,1.0
